mirna,2c658173-1941-45fe-baf5-ab67dfbcdfff,9c6e6db1-4096-47e2-9b77-abd2b4c7d180,ed3fd3e3-1b78-4a4f-8419-f4111c8c5c73,70c76e2f-3ce4-4864-8935-eaa51605612a,c1c6a9a5-73f2-414a-896d-4d3e564f6e59,133ae78e-fd83-4a13-9de6-28dbbe8e37c7,1540ed84-19b0-49d5-a728-3b04a29abe8a,5f2f42c5-e9d1-4a47-86a7-fd19308eca52,f1394f51-c3ab-45e8-87a2-fe641f00518e,2bb3034f-d37a-4eb4-b633-a3952ab947dd,44326a5f-517c-4e99-a8ac-eea1bdf44eeb,8da07768-f3a7-4529-b042-bf2648999e91,09ace4e7-5c45-4492-b97c-46aa467820aa,a9b9b321-f00e-4cdc-8b8c-92a377f89572,fdca715e-de7b-45e6-8cd8-3069bfbff602,b5db0bf7-8c2d-41d8-814a-8eee45608c50,4d4bb419-1f68-4c6e-92dc-bcfc0cc7c8e8,28d07a0a-b5ea-4ec0-b831-e80e060ef49c,dbb0837c-5ba2-4b10-bb93-a832fa11f481,d91020aa-3661-4b53-bbe4-e9677678736b,22879c27-d2a7-43cb-bebf-4fb3379003d9,63970639-a366-42e8-aa18-d072a9fc1770,17b53839-6c06-48cd-8829-0dd7499eec4e,af417154-4a8e-4c16-b65d-3f912189daa3,6f440be3-01eb-41c7-a80e-1c25310d3664,d51d209c-1403-49e9-a9b7-3c36659b64a9,bcf59ef3-e66b-49b6-92a8-478097e710c2,94e3b26a-8ffe-4ad7-b432-d7c7be4b5028,2db0a3fd-2399-4bfb-b676-2b19c197f391,309f6763-b665-495e-91b2-07007d5cdf04,0759b027-a95e-4679-9262-cd32edbc9490,d0766295-77cb-446a-9ebe-4820f57a8d36,0cd9169f-e533-4da9-8ed4-e56435fa4dc7,4054a92c-e4c6-4742-99fc-2e9bc0b99ed5,24a6594d-c21e-45e3-9863-f6b7e304f21c,50db711e-b2eb-4b33-ae9f-48ce6d860a48,a257fbd4-8d85-459a-984c-83040a164db6,19943aa8-5fe4-475c-8398-529ce6c0a3c3,7037419d-af1b-4420-a855-6af478e6e31a,33f500d7-0967-4bbf-9b40-d1d6ff8e3e3a,2d2554be-a947-4b7c-90b8-be1b4a0bd943,ea6594eb-a7a7-4aa9-a6b3-28a312c3adb4,e6d69ef2-2ae5-4a6c-b162-6eb465953c88,91cf017e-0026-4939-b9b0-151b13397092,21589a6c-f540-4927-ae32-cc626844aa9c,36091e7d-21aa-4471-bd96-8fd4d93c03ff,90879f6d-e07a-480d-ab46-5e654b2c8030,5608dff0-72ab-468c-b25f-d411ad581052,6d88ce71-ecd1-4edf-8935-ea9137ed1ef1,a416945e-cd2d-43f6-aeff-d35cb66684df,6f2d4c85-893f-40ed-8ec1-a03b53ec59c1,641c7068-0f33-42dd-a4fe-cafb541826ee,dc731794-8d31-4fb8-a4a5-c894e788fa0b,28a15efb-f538-41fd-9517-0fb86cae338b,79ab1074-d958-4de9-98a6-934277350b07,6fef6e45-aa6e-41e6-98b1-5dbb9a67b31f,f2c479c0-f730-4751-a83c-8be312ea9f04
hsa-mir-613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-6130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
hsa-mir-6131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-6132,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
hsa-mir-6133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-6134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
hsa-mir-615,4,6,16,56,30,10,19,16,23,3,8,10,6,13,17,3,16,14,8,19,10,10,12,18,5,8,5,6,5,10,17,23,26,7,10,5,2,9,18,9,7,6,3,41,10,5,15,30,7,14,27,12,5,22,9,15,10
hsa-mir-616,0,9,9,12,9,9,23,3,4,1,0,3,2,5,5,1,9,2,7,3,1,2,8,2,7,14,2,3,3,4,5,4,12,9,4,6,2,17,16,10,13,6,5,15,2,2,1,13,4,5,4,3,7,11,3,4,10
hsa-mir-6165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-618,0,0,0,1,0,2,2,2,1,0,2,0,3,0,0,0,1,1,1,2,1,0,2,2,2,0,0,0,0,2,1,0,1,0,0,0,0,1,1,1,2,0,1,0,3,0,2,3,0,1,0,1,1,0,1,4,0
hsa-mir-619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-624,1,0,1,5,14,0,6,1,0,0,5,4,3,1,6,2,3,1,3,1,0,0,5,3,4,2,3,2,3,3,1,3,3,6,0,0,1,4,11,7,2,0,4,3,3,0,3,2,2,0,0,2,1,9,1,4,1
hsa-mir-625,1014,671,536,370,561,923,478,719,452,258,662,628,564,762,436,857,526,683,543,185,929,182,569,1284,351,762,428,534,232,564,850,292,683,367,482,401,409,590,437,333,411,744,247,315,869,377,419,1105,450,755,805,689,517,293,545,625,823
hsa-mir-626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-627,2,0,2,8,6,2,6,1,2,1,1,7,0,7,1,4,8,7,3,4,2,0,1,3,10,8,5,2,6,1,4,3,7,4,2,5,0,6,9,13,0,1,2,4,7,2,2,5,1,7,1,4,4,4,1,5,2
hsa-mir-628,67,9,143,129,120,246,132,59,31,11,57,81,47,17,88,51,161,12,14,27,74,1,76,62,102,149,54,46,31,74,152,82,22,14,36,30,34,88,80,87,18,40,29,118,12,45,95,19,41,14,73,23,95,290,71,150,105
hsa-mir-629,245,339,261,108,293,252,173,331,206,152,290,337,207,343,251,235,183,294,222,145,180,117,363,197,219,228,150,197,204,167,231,120,551,140,121,182,176,379,244,218,149,192,179,265,213,95,193,414,169,162,311,207,203,90,172,270,334
hsa-mir-630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-632,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,2,0,0,0,1,3,0,0,0,0,0,0,2,0,0,1,1,0,2,0,0,0,1,2,0,0,0,0,0,0,3,1
hsa-mir-633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-636,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,1,2,0,0,0,0,1,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,2
hsa-mir-637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-639,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,2,0,0,0,0,0,0
hsa-mir-640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-641,0,1,0,1,1,0,2,0,2,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,3,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
hsa-mir-642a,8,5,15,12,7,14,82,6,36,2,3,2,5,5,7,2,2,3,12,2,5,5,21,8,4,15,0,2,5,3,17,11,3,27,0,5,4,20,33,18,32,1,0,32,4,4,3,26,4,3,10,4,6,53,6,10,11
hsa-mir-642b,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
hsa-mir-643,0,0,0,3,2,1,1,0,1,0,0,4,0,1,1,0,0,1,0,0,1,0,1,2,0,2,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,2,1,2,1,0,1,0,0,2,2,1,1,0,1,6,3
hsa-mir-644a,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-6499,7,2,9,1,1,2,1,5,5,0,3,1,1,1,2,1,1,5,0,3,2,0,0,5,3,1,4,1,0,1,5,3,0,3,0,2,0,1,0,0,2,3,3,1,1,2,2,0,2,1,4,1,2,3,5,12,2
hsa-mir-650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-6500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
hsa-mir-6501,0,0,1,1,2,1,0,2,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,2,0,0,0,0,0,2,0,0,1,1,2,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,2,3,0,1
hsa-mir-6502,1,1,0,3,1,0,1,0,1,0,0,0,0,0,0,2,2,2,0,0,1,0,0,0,0,2,1,0,1,1,2,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,2,1,1,0,0,1,2
hsa-mir-6503,1,1,0,6,4,4,1,2,2,0,1,1,0,0,4,0,1,1,1,1,1,1,0,4,0,2,3,0,1,0,3,1,3,0,0,2,1,2,5,3,0,0,1,3,1,0,0,1,2,1,7,1,0,0,1,4,4
hsa-mir-6504,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
hsa-mir-6505,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
hsa-mir-6506,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
hsa-mir-6507,12,6,8,1,1,7,2,7,3,3,4,3,7,7,2,7,1,2,0,1,9,1,1,4,5,10,2,2,2,3,15,2,3,5,6,1,1,4,0,0,4,8,0,2,5,4,6,0,5,4,6,2,11,3,4,15,2
hsa-mir-6508,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
hsa-mir-6509,1,1,2,3,3,2,1,2,0,0,2,0,1,0,0,1,0,1,3,0,7,1,3,1,0,2,0,2,0,2,1,0,1,0,0,0,1,1,1,0,0,3,3,1,0,0,2,0,0,4,2,1,2,0,1,1,0
hsa-mir-651,5,3,4,5,3,8,2,1,3,3,8,4,8,4,4,3,2,2,1,2,7,1,0,7,6,7,0,3,1,6,4,0,3,1,2,6,1,1,6,3,2,4,6,0,4,0,5,5,4,0,5,2,4,5,5,7,3
hsa-mir-6510,69,109,91,0,12,85,11,85,69,48,91,57,70,30,4,48,47,15,25,15,67,18,0,73,56,97,11,32,1,99,43,22,13,34,39,53,69,138,1,0,41,249,33,1,23,43,15,1,23,57,73,63,49,0,81,162,86
hsa-mir-6511a-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-6511a-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-6511a-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-6511a-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-6511b-1,3,5,7,8,9,6,22,5,10,3,1,1,0,8,10,2,7,7,5,5,1,1,8,4,3,2,4,0,8,1,13,10,9,7,7,4,2,6,7,6,11,2,0,17,2,3,5,4,1,4,4,2,1,20,2,9,1
hsa-mir-6511b-2,1,7,6,9,12,6,15,2,13,7,2,3,1,7,5,1,8,5,11,2,0,1,10,2,11,2,0,2,8,0,7,17,8,4,8,5,4,9,4,5,10,3,1,11,5,3,8,6,3,5,4,1,3,11,3,12,1
hsa-mir-6512,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-6513,2,0,1,1,3,0,0,1,0,0,1,0,0,1,1,0,5,1,1,1,0,1,3,0,1,1,2,0,1,0,0,3,2,0,0,1,1,3,3,3,1,0,0,2,0,0,1,1,0,1,1,3,1,1,1,2,0
hsa-mir-6514,0,2,0,3,2,1,2,1,0,0,3,3,0,1,2,1,4,0,4,0,3,0,1,0,0,2,3,1,0,0,3,1,0,0,1,1,0,1,2,6,1,0,1,3,2,4,8,1,0,2,3,0,0,4,0,1,2
hsa-mir-6515,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
hsa-mir-6516,2,0,0,0,3,4,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,3,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,7,3,2
hsa-mir-652,28,50,42,134,219,75,338,89,120,27,44,52,35,83,126,21,144,72,63,52,50,27,174,48,52,65,59,59,116,52,79,113,92,63,34,37,28,58,147,176,133,51,23,180,63,27,86,43,39,30,96,64,48,255,30,53,38
hsa-mir-653,71,25,244,37,69,130,46,88,162,15,123,30,45,37,73,136,99,26,19,25,26,13,39,196,51,59,14,82,34,54,58,24,77,7,31,49,69,50,53,18,14,25,35,18,30,16,35,15,42,25,44,34,75,41,38,65,29
hsa-mir-654,225,43,166,353,200,367,80,106,104,22,69,99,66,94,99,124,159,117,37,61,248,18,38,129,82,205,98,67,37,56,635,121,146,32,83,25,65,56,271,106,37,344,85,71,223,54,63,18,47,84,154,30,62,96,177,130,99
hsa-mir-655,23,10,13,36,13,23,7,13,16,3,14,12,5,16,13,17,13,8,2,8,22,3,2,10,11,18,11,7,3,9,62,9,26,3,12,13,3,8,5,15,5,27,21,4,52,9,7,2,8,8,23,3,10,14,16,30,9
hsa-mir-656,12,1,8,10,2,16,2,3,3,1,4,4,0,2,2,5,1,5,2,0,8,1,1,3,6,8,1,0,1,4,20,1,4,0,3,4,0,4,7,3,1,16,6,2,7,6,5,1,3,3,4,1,4,3,9,6,5
hsa-mir-657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-658,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0
hsa-mir-659,2,2,4,4,1,6,4,1,2,1,6,1,2,4,2,1,4,1,3,0,0,1,2,6,4,5,1,2,4,1,5,0,1,1,0,8,2,8,1,2,3,2,0,0,2,0,4,2,2,1,3,1,2,0,3,5,3
hsa-mir-660,34,51,48,113,73,77,41,44,76,30,59,80,19,80,37,50,82,86,70,37,37,19,30,147,62,48,41,18,81,55,67,46,149,19,17,56,18,43,46,57,49,20,46,48,109,26,49,56,28,63,132,49,64,63,33,54,73
hsa-mir-661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-663a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-663b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-664a,85,46,79,179,196,105,362,117,143,87,128,376,82,179,135,103,140,146,108,57,104,43,84,153,235,156,146,68,85,107,408,212,160,69,189,119,41,188,60,102,119,73,89,142,142,141,138,44,60,117,116,146,130,169,53,367,64
hsa-mir-664b,10,7,9,30,35,6,44,25,15,4,22,13,5,24,18,8,24,16,20,4,21,5,14,17,17,11,23,12,8,13,30,25,15,7,22,10,2,13,16,12,17,10,1,22,11,14,22,8,5,11,10,20,8,21,5,44,11
hsa-mir-665,14,1,2,6,6,15,4,2,2,3,2,5,3,8,3,4,3,3,2,2,8,4,0,5,3,6,2,0,1,3,11,6,7,2,4,3,4,5,3,3,1,5,1,0,10,2,1,0,2,1,5,0,11,3,7,10,3
hsa-mir-668,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
hsa-mir-670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-671,14,16,23,20,14,23,16,15,13,5,8,12,12,5,13,9,16,11,5,4,13,2,3,14,8,8,2,5,10,17,23,6,6,10,4,9,8,9,11,6,3,8,1,11,4,6,11,13,7,6,20,4,12,12,13,23,13
hsa-mir-6715a,1,0,1,5,13,2,5,17,4,1,0,2,0,4,0,2,0,4,1,3,1,0,4,1,1,1,2,4,3,0,1,3,6,5,2,0,0,2,2,15,4,2,1,4,0,1,9,0,1,0,0,4,0,36,0,0,1
hsa-mir-6715b,0,0,0,1,3,0,1,0,1,1,0,0,0,0,1,0,0,1,3,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2,4,0,0,0,0,0,1,0,0,0,1,2,0,3,1,0,0
hsa-mir-6716,2,3,3,13,10,2,10,0,9,3,1,3,1,3,7,1,5,7,4,2,4,1,6,2,1,5,2,3,9,2,5,4,6,1,5,2,1,3,7,10,4,4,1,18,4,0,7,1,2,1,5,7,3,19,2,5,10
hsa-mir-6717,0,1,0,0,0,0,1,0,1,0,1,0,0,2,0,1,2,0,0,0,2,2,0,1,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,2,1
hsa-mir-6718,1,1,0,4,3,0,1,4,0,1,3,3,0,2,0,5,2,1,4,0,0,1,2,2,1,2,0,0,0,0,1,0,0,0,1,1,1,0,3,1,0,3,2,0,2,0,0,1,0,0,8,0,2,2,2,1,4
hsa-mir-6719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-6720,3,5,4,2,0,1,2,0,3,3,0,2,0,1,2,2,1,4,2,1,0,0,0,0,1,0,1,2,0,4,1,1,3,0,0,2,0,6,0,0,0,1,0,2,0,1,3,1,0,4,3,2,4,0,4,1,7
hsa-mir-6721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-6722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-6723,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
hsa-mir-6724-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-6724-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
